id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.1470265E+03, -0.4207604E+02,     1.062,     1.128
           2,  0.1470265E+03, -0.4207591E+02,     1.815,     1.958
           3,  0.1470264E+03, -0.4207583E+02,     1.185,     1.299
           4,  0.1470263E+03, -0.4207597E+02,     1.660,     1.790
           5,  0.1470265E+03, -0.4207627E+02,     1.104,     1.173
           6,  0.1470266E+03, -0.4207613E+02,     2.031,     2.165
           7,  0.1470264E+03, -0.4207608E+02,     1.360,     1.445
           8,  0.1470264E+03, -0.4207621E+02,     1.854,     1.982
           9,  0.1470267E+03, -0.4207636E+02,     1.063,     1.145
          10,  0.1470265E+03, -0.4207632E+02,     1.056,     1.127
          11,  0.1470265E+03, -0.4207641E+02,     0.976,     1.058
          12,  0.1470266E+03, -0.4207644E+02,     1.217,     1.331
          13,  0.1470268E+03, -0.4207596E+02,     1.072,     1.138
          14,  0.1470266E+03, -0.4207587E+02,     1.820,     1.957
          15,  0.1470266E+03, -0.4207579E+02,     0.859,     0.940
          16,  0.1470269E+03, -0.4207619E+02,     1.240,     1.339
          17,  0.1470267E+03, -0.4207609E+02,     2.131,     2.281
          18,  0.1470268E+03, -0.4207632E+02,     2.624,     2.905
          19,  0.1470269E+03, -0.4207643E+02,     1.601,     1.848
          20,  0.1470266E+03, -0.4207600E+02,     1.064,     1.130
          21,  0.1470265E+03, -0.4207581E+02,     1.132,     1.237
          22,  0.1470267E+03, -0.4207623E+02,     1.167,     1.249
          23,  0.1470268E+03, -0.4207645E+02,     1.545,     1.785
          24,  0.1470267E+03, -0.4207642E+02,     0.803,     0.902
          25,  0.1470267E+03, -0.4207648E+02,     1.218,     1.418
          26,  0.1469839E+03, -0.4207308E+02,     0.810,    23.348
          27,  0.1469839E+03, -0.4207307E+02,     0.851,    12.517
          28,  0.1469839E+03, -0.4207305E+02,     0.892,     5.827
          29,  0.1469839E+03, -0.4207312E+02,     0.619,     0.776
          30,  0.1469839E+03, -0.4207311E+02,     0.747,     1.024
          31,  0.1469839E+03, -0.4207310E+02,     0.782,     1.071
          32,  0.1469839E+03, -0.4207317E+02,     0.615,     0.771
          33,  0.1469839E+03, -0.4207315E+02,     0.673,     0.844
          34,  0.1469839E+03, -0.4207314E+02,     0.696,     0.873
          35,  0.1469839E+03, -0.4207321E+02,     0.765,    16.720
          36,  0.1469839E+03, -0.4207319E+02,     0.745,     1.017
          37,  0.1469838E+03, -0.4207318E+02,     0.780,     1.067
          38,  0.1469839E+03, -0.4207324E+02,     0.874,     5.872
          39,  0.1469838E+03, -0.4207323E+02,     0.885,    28.061
          40,  0.1469844E+03, -0.4207325E+02,     0.752,     1.176
          41,  0.1469844E+03, -0.4207322E+02,     0.795,     3.943
          42,  0.1469843E+03, -0.4207308E+02,     5.891,   296.711
          43,  0.1469844E+03, -0.4207326E+02,     0.561,     0.817
          44,  0.1469845E+03, -0.4207323E+02,     1.146,     1.931
          45,  0.1469845E+03, -0.4207315E+02,     1.626,    18.896
          46,  0.1469844E+03, -0.4207306E+02,     2.572,   153.683
          47,  0.1469844E+03, -0.4207329E+02,     0.647,     0.811
          48,  0.1469843E+03, -0.4207326E+02,     0.727,     0.983
          49,  0.1469844E+03, -0.4207328E+02,     0.690,     0.928
          50,  0.1469843E+03, -0.4207333E+02,     0.640,     0.802
          51,  0.1469843E+03, -0.4207330E+02,     0.657,     0.824
          52,  0.1469844E+03, -0.4207335E+02,     0.457,     0.579
          53,  0.1469844E+03, -0.4207330E+02,     0.546,     0.695
          54,  0.1469843E+03, -0.4207337E+02,     0.721,     1.101
          55,  0.1469843E+03, -0.4207334E+02,     0.709,     0.955
          56,  0.1469843E+03, -0.4207337E+02,     0.670,     0.894
          57,  0.1469843E+03, -0.4207338E+02,     0.785,     3.765
          58,  0.1469841E+03, -0.4207339E+02,     5.753,   196.210
          59,  0.1469842E+03, -0.4207351E+02,     2.223,   147.306
          60,  0.1469843E+03, -0.4207350E+02,     1.228,    15.497
          61,  0.1469843E+03, -0.4207344E+02,     0.972,     1.533
          62,  0.1469843E+03, -0.4207339E+02,     0.647,     0.930
          63,  0.1469840E+03, -0.4207310E+02,     0.830,    47.139
          64,  0.1469840E+03, -0.4207308E+02,     0.851,    11.074
          65,  0.1469839E+03, -0.4207314E+02,     0.641,     0.804
          66,  0.1469840E+03, -0.4207312E+02,     0.737,     1.010
          67,  0.1469839E+03, -0.4207318E+02,     0.632,     0.792
          68,  0.1469840E+03, -0.4207317E+02,     0.660,     0.828
          69,  0.1469839E+03, -0.4207322E+02,     0.785,    14.614
          70,  0.1469839E+03, -0.4207321E+02,     0.736,     1.005
          71,  0.1469839E+03, -0.4207325E+02,     0.837,     5.284
          72,  0.1469840E+03, -0.4207311E+02,     0.820,    26.394
          73,  0.1469840E+03, -0.4207310E+02,     0.859,     5.546
          74,  0.1469840E+03, -0.4207315E+02,     0.636,     0.798
          75,  0.1469840E+03, -0.4207314E+02,     0.743,     1.016
          76,  0.1469840E+03, -0.4207319E+02,     0.626,     0.785
          77,  0.1469840E+03, -0.4207318E+02,     0.669,     0.839
          78,  0.1469840E+03, -0.4207324E+02,     0.779,    18.330
          79,  0.1469840E+03, -0.4207322E+02,     0.735,     1.003
          80,  0.1469840E+03, -0.4207326E+02,     0.847,     5.042
          81,  0.1469841E+03, -0.4207313E+02,     0.814,    20.422
          82,  0.1469841E+03, -0.4207311E+02,     0.856,     5.506
          83,  0.1469840E+03, -0.4207317E+02,     0.637,     0.798
          84,  0.1469841E+03, -0.4207316E+02,     0.747,     1.021
          85,  0.1469840E+03, -0.4207321E+02,     0.628,     0.788
          86,  0.1469841E+03, -0.4207320E+02,     0.678,     0.850
          87,  0.1469840E+03, -0.4207325E+02,     0.768,    12.793
          88,  0.1469840E+03, -0.4207324E+02,     0.742,     1.010
          89,  0.1469840E+03, -0.4207328E+02,     0.850,     4.790
          90,  0.1469841E+03, -0.4207314E+02,     0.813,    14.296
          91,  0.1469842E+03, -0.4207313E+02,     0.840,     5.223
          92,  0.1469841E+03, -0.4207319E+02,     0.637,     0.799
          93,  0.1469841E+03, -0.4207317E+02,     0.745,     1.017
          94,  0.1469841E+03, -0.4207323E+02,     0.634,     0.795
          95,  0.1469841E+03, -0.4207322E+02,     0.670,     0.840
          96,  0.1469841E+03, -0.4207327E+02,     0.770,    11.777
          97,  0.1469841E+03, -0.4207326E+02,     0.740,     1.007
          98,  0.1469841E+03, -0.4207330E+02,     0.852,     4.877
          99,  0.1469842E+03, -0.4207316E+02,     0.804,    12.935
         100,  0.1469842E+03, -0.4207315E+02,     0.823,     4.711
         101,  0.1469842E+03, -0.4207320E+02,     0.643,     0.806
         102,  0.1469842E+03, -0.4207319E+02,     0.721,     0.982
         103,  0.1469841E+03, -0.4207324E+02,     0.628,     0.788
         104,  0.1469842E+03, -0.4207323E+02,     0.659,     0.826
