id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.1470265E+03, -0.4207604E+02,    33.393,   815.051
           2,  0.1470265E+03, -0.4207591E+02,    49.691,  1302.213
           3,  0.1470264E+03, -0.4207583E+02,    41.670,   703.661
           4,  0.1470263E+03, -0.4207597E+02,    48.871,   880.364
           5,  0.1470265E+03, -0.4207627E+02,    37.947,   832.932
           6,  0.1470266E+03, -0.4207613E+02,    57.357,  1561.861
           7,  0.1470264E+03, -0.4207608E+02,    38.183,   760.163
           8,  0.1470264E+03, -0.4207621E+02,    51.028,  1153.743
           9,  0.1470267E+03, -0.4207636E+02,    28.060,   723.448
          10,  0.1470265E+03, -0.4207632E+02,    31.204,   538.245
          11,  0.1470265E+03, -0.4207641E+02,    22.574,   503.197
          12,  0.1470266E+03, -0.4207644E+02,    44.553,   541.342
          13,  0.1470268E+03, -0.4207596E+02,   302.159,  3780.736
          14,  0.1470266E+03, -0.4207587E+02,    68.486,  1253.759
          15,  0.1470266E+03, -0.4207579E+02,   235.185,  3400.980
          16,  0.1470269E+03, -0.4207619E+02,   351.696,  4224.507
          17,  0.1470267E+03, -0.4207609E+02,    68.151,  1521.342
          18,  0.1470268E+03, -0.4207632E+02,    69.406,  1299.093
          19,  0.1470269E+03, -0.4207643E+02,   374.245,  4272.209
          20,  0.1470266E+03, -0.4207600E+02,    46.572,   999.395
          21,  0.1470265E+03, -0.4207581E+02,    52.832,   843.161
          22,  0.1470267E+03, -0.4207623E+02,    54.057,  1181.268
          23,  0.1470268E+03, -0.4207645E+02,    41.281,   751.065
          24,  0.1470267E+03, -0.4207642E+02,    20.180,   366.305
          25,  0.1470267E+03, -0.4207648E+02,    42.815,   574.754
          26,  0.1469839E+03, -0.4207308E+02,    11.688,   291.454
          27,  0.1469839E+03, -0.4207307E+02,    29.910,  2705.860
          28,  0.1469839E+03, -0.4207305E+02,    31.636,  2789.585
          29,  0.1469839E+03, -0.4207312E+02,    15.855,   417.809
          30,  0.1469839E+03, -0.4207311E+02,     9.816,   563.024
          31,  0.1469839E+03, -0.4207310E+02,    10.487,   588.794
          32,  0.1469839E+03, -0.4207317E+02,    12.107,   397.113
          33,  0.1469839E+03, -0.4207315E+02,    22.926,   847.316
          34,  0.1469839E+03, -0.4207314E+02,    23.517,   875.864
          35,  0.1469839E+03, -0.4207321E+02,    11.420,   297.815
          36,  0.1469839E+03, -0.4207319E+02,    11.055,   580.931
          37,  0.1469838E+03, -0.4207318E+02,    12.683,   627.621
          38,  0.1469839E+03, -0.4207324E+02,    35.307,  2730.323
          39,  0.1469838E+03, -0.4207323E+02,    39.399,  2923.556
          40,  0.1469844E+03, -0.4207325E+02,    14.789,   260.888
          41,  0.1469844E+03, -0.4207322E+02,    36.156,  1201.786
          42,  0.1469843E+03, -0.4207308E+02,   523.685,  3982.563
          43,  0.1469844E+03, -0.4207326E+02,     4.762,   141.691
          44,  0.1469845E+03, -0.4207323E+02,     6.568,   237.003
          45,  0.1469845E+03, -0.4207315E+02,     9.704,   241.887
          46,  0.1469844E+03, -0.4207306E+02,    20.385,   609.519
          47,  0.1469844E+03, -0.4207329E+02,    18.023,   299.455
          48,  0.1469843E+03, -0.4207326E+02,    12.378,   463.443
          49,  0.1469844E+03, -0.4207328E+02,     5.561,   165.906
          50,  0.1469843E+03, -0.4207333E+02,    13.932,   279.070
          51,  0.1469843E+03, -0.4207330E+02,    13.127,   568.224
          52,  0.1469844E+03, -0.4207335E+02,     5.026,   139.236
          53,  0.1469844E+03, -0.4207330E+02,     6.083,   164.809
          54,  0.1469843E+03, -0.4207337E+02,    10.464,   275.206
          55,  0.1469843E+03, -0.4207334E+02,     9.439,   475.542
          56,  0.1469843E+03, -0.4207337E+02,     6.241,   148.455
          57,  0.1469843E+03, -0.4207338E+02,    29.910,  1120.525
          58,  0.1469841E+03, -0.4207339E+02,   627.365,  4800.715
          59,  0.1469842E+03, -0.4207351E+02,    20.021,   478.349
          60,  0.1469843E+03, -0.4207350E+02,     9.295,   182.894
          61,  0.1469843E+03, -0.4207344E+02,     6.922,   171.249
          62,  0.1469843E+03, -0.4207339E+02,     6.144,   149.477
          63,  0.1469840E+03, -0.4207310E+02,    12.318,   335.637
          64,  0.1469840E+03, -0.4207308E+02,    29.910,  2674.566
          65,  0.1469839E+03, -0.4207314E+02,    16.157,   424.118
          66,  0.1469840E+03, -0.4207312E+02,     9.573,   553.193
          67,  0.1469839E+03, -0.4207318E+02,    13.225,   402.034
          68,  0.1469840E+03, -0.4207317E+02,    21.682,   790.100
          69,  0.1469839E+03, -0.4207322E+02,    12.281,   302.129
          70,  0.1469839E+03, -0.4207321E+02,    10.229,   560.954
          71,  0.1469839E+03, -0.4207325E+02,    29.910,  2488.350
          72,  0.1469840E+03, -0.4207311E+02,    12.655,   307.025
          73,  0.1469840E+03, -0.4207310E+02,    29.910,  2657.558
          74,  0.1469840E+03, -0.4207315E+02,    16.299,   418.011
          75,  0.1469840E+03, -0.4207314E+02,     9.329,   552.176
          76,  0.1469840E+03, -0.4207319E+02,    13.722,   395.456
          77,  0.1469840E+03, -0.4207318E+02,    22.291,   813.297
          78,  0.1469840E+03, -0.4207324E+02,    12.753,   309.634
          79,  0.1469840E+03, -0.4207322E+02,     9.214,   567.288
          80,  0.1469840E+03, -0.4207326E+02,    29.910,  2524.479
          81,  0.1469841E+03, -0.4207313E+02,    13.178,   301.839
          82,  0.1469841E+03, -0.4207311E+02,    34.528,  2598.239
          83,  0.1469840E+03, -0.4207317E+02,    16.202,   413.431
          84,  0.1469841E+03, -0.4207316E+02,    10.196,   557.182
          85,  0.1469840E+03, -0.4207321E+02,    14.452,   393.482
          86,  0.1469841E+03, -0.4207320E+02,    22.554,   822.265
          87,  0.1469840E+03, -0.4207325E+02,    12.765,   304.150
          88,  0.1469840E+03, -0.4207324E+02,     9.287,   577.902
          89,  0.1469840E+03, -0.4207328E+02,    29.910,  2538.968
          90,  0.1469841E+03, -0.4207314E+02,    13.875,   300.214
          91,  0.1469842E+03, -0.4207313E+02,    35.370,  2448.986
          92,  0.1469841E+03, -0.4207319E+02,    15.867,   408.750
          93,  0.1469841E+03, -0.4207317E+02,    10.667,   549.164
          94,  0.1469841E+03, -0.4207323E+02,    14.937,   390.233
          95,  0.1469841E+03, -0.4207322E+02,    21.886,   791.045
          96,  0.1469841E+03, -0.4207327E+02,    12.687,   309.284
          97,  0.1469841E+03, -0.4207326E+02,    10.831,   572.888
          98,  0.1469841E+03, -0.4207330E+02,    32.156,  2521.784
          99,  0.1469842E+03, -0.4207316E+02,    14.523,   304.518
         100,  0.1469842E+03, -0.4207315E+02,    30.556,  2339.815
         101,  0.1469842E+03, -0.4207320E+02,    16.346,   404.206
         102,  0.1469842E+03, -0.4207319E+02,    10.606,   517.876
         103,  0.1469841E+03, -0.4207324E+02,    14.972,   378.493
         104,  0.1469842E+03, -0.4207323E+02,    20.922,   760.633
         105,  0.1469841E+03, -0.4207329E+02,    12.376,   313.236
         106,  0.1469841E+03, -0.4207327E+02,    11.943,   558.358
         107,  0.1469841E+03, -0.4207331E+02,    36.499,  2459.927
         108,  0.1469842E+03, -0.4207318E+02,    15.786,   309.832
         109,  0.1469843E+03, -0.4207317E+02,    31.821,  2234.217
         110,  0.1469842E+03, -0.4207322E+02,    16.951,   390.597
         111,  0.1469842E+03, -0.4207321E+02,    11.134,   509.872
         112,  0.1469842E+03, -0.4207326E+02,    15.480,   370.731
         113,  0.1469842E+03, -0.4207325E+02,    20.468,   708.164
         114,  0.1469842E+03, -0.4207330E+02,    10.109,   314.701
         115,  0.1469842E+03, -0.4207329E+02,    10.471,   530.695
         116,  0.1469842E+03, -0.4207333E+02,    30.428,  2237.079
         117,  0.1469843E+03, -0.4207320E+02,    15.538,   310.962
         118,  0.1469843E+03, -0.4207320E+02,    38.502,  2094.615
         119,  0.1469843E+03, -0.4207324E+02,    17.444,   374.750
