id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.1470265E+03, -0.4207604E+02,     1.062,     1.177
           2,  0.1470265E+03, -0.4207591E+02,     1.814,     2.065
           3,  0.1470264E+03, -0.4207583E+02,     1.186,     1.390
           4,  0.1470263E+03, -0.4207597E+02,     1.660,     1.888
           5,  0.1470265E+03, -0.4207627E+02,     1.104,     1.225
           6,  0.1470266E+03, -0.4207613E+02,     2.030,     2.262
           7,  0.1470264E+03, -0.4207608E+02,     1.359,     1.509
           8,  0.1470264E+03, -0.4207621E+02,     1.854,     2.071
           9,  0.1470267E+03, -0.4207636E+02,     1.063,     1.206
          10,  0.1470265E+03, -0.4207632E+02,     1.055,     1.177
          11,  0.1470265E+03, -0.4207641E+02,     0.976,     1.115
          12,  0.1470266E+03, -0.4207644E+02,     1.216,     1.420
          13,  0.1470268E+03, -0.4207596E+02,     1.071,     1.188
          14,  0.1470266E+03, -0.4207587E+02,     1.822,     2.065
          15,  0.1470266E+03, -0.4207579E+02,     0.859,     1.005
          16,  0.1470269E+03, -0.4207619E+02,     1.238,     1.416
          17,  0.1470267E+03, -0.4207609E+02,     2.133,     2.398
          18,  0.1470268E+03, -0.4207632E+02,     2.630,     3.141
          19,  0.1470269E+03, -0.4207643E+02,     1.601,     2.087
          20,  0.1470266E+03, -0.4207600E+02,     1.064,     1.180
          21,  0.1470265E+03, -0.4207581E+02,     1.133,     1.324
          22,  0.1470267E+03, -0.4207623E+02,     1.167,     1.311
          23,  0.1470268E+03, -0.4207645E+02,     1.547,     2.017
          24,  0.1470267E+03, -0.4207642E+02,     0.803,     0.981
          25,  0.1470267E+03, -0.4207648E+02,     1.216,     1.603
          26,  0.1469839E+03, -0.4207308E+02,     0.802,    79.575
          27,  0.1469839E+03, -0.4207307E+02,     0.852,   187.074
          28,  0.1469839E+03, -0.4207305E+02,     0.892,   120.483
          29,  0.1469839E+03, -0.4207312E+02,     0.609,     0.904
          30,  0.1469839E+03, -0.4207311E+02,     0.747,     1.375
          31,  0.1469839E+03, -0.4207310E+02,     0.782,     1.446
          32,  0.1469839E+03, -0.4207317E+02,     0.606,     0.897
          33,  0.1469839E+03, -0.4207315E+02,     0.673,     1.054
          34,  0.1469839E+03, -0.4207314E+02,     0.696,     1.088
          35,  0.1469839E+03, -0.4207321E+02,     0.761,    40.518
          36,  0.1469839E+03, -0.4207319E+02,     0.745,     1.367
          37,  0.1469838E+03, -0.4207318E+02,     0.780,     1.431
          38,  0.1469839E+03, -0.4207324E+02,     0.874,   241.068
          39,  0.1469838E+03, -0.4207323E+02,     0.885,   264.589
          40,  0.1469844E+03, -0.4207325E+02,     0.744,    48.704
          41,  0.1469844E+03, -0.4207322E+02,     0.795,    64.408
          42,  0.1469843E+03, -0.4207308E+02,     5.893,   472.496
          43,  0.1469844E+03, -0.4207326E+02,     0.563,    17.721
          44,  0.1469845E+03, -0.4207323E+02,     1.178,    37.471
          45,  0.1469845E+03, -0.4207315E+02,     1.667,    70.425
          46,  0.1469844E+03, -0.4207306E+02,     2.598,   413.800
          47,  0.1469844E+03, -0.4207329E+02,     0.637,     0.942
          48,  0.1469843E+03, -0.4207326E+02,     0.727,     1.348
          49,  0.1469844E+03, -0.4207328E+02,     0.699,     1.260
          50,  0.1469843E+03, -0.4207333E+02,     0.630,     0.934
          51,  0.1469843E+03, -0.4207330E+02,     0.657,     1.044
          52,  0.1469844E+03, -0.4207335E+02,     0.459,     0.698
          53,  0.1469844E+03, -0.4207330E+02,     0.550,     0.830
          54,  0.1469843E+03, -0.4207337E+02,     0.721,     7.221
          55,  0.1469843E+03, -0.4207334E+02,     0.709,     1.301
          56,  0.1469843E+03, -0.4207337E+02,     0.675,     1.221
          57,  0.1469843E+03, -0.4207338E+02,     0.785,    12.452
          58,  0.1469841E+03, -0.4207339E+02,     5.755,   615.947
          59,  0.1469842E+03, -0.4207351E+02,     2.224,   206.644
          60,  0.1469843E+03, -0.4207350E+02,     1.229,    50.574
          61,  0.1469843E+03, -0.4207344E+02,     0.973,    72.886
          62,  0.1469843E+03, -0.4207339E+02,     0.651,    36.339
          63,  0.1469840E+03, -0.4207310E+02,     0.821,    52.341
          64,  0.1469840E+03, -0.4207308E+02,     0.851,   152.979
          65,  0.1469839E+03, -0.4207314E+02,     0.631,     0.935
          66,  0.1469840E+03, -0.4207312E+02,     0.737,     1.362
          67,  0.1469839E+03, -0.4207318E+02,     0.622,     0.920
          68,  0.1469840E+03, -0.4207317E+02,     0.661,     1.035
          69,  0.1469839E+03, -0.4207322E+02,     0.780,    30.777
          70,  0.1469839E+03, -0.4207321E+02,     0.736,     1.359
          71,  0.1469839E+03, -0.4207325E+02,     0.837,    79.328
          72,  0.1469840E+03, -0.4207311E+02,     0.810,    90.581
          73,  0.1469840E+03, -0.4207310E+02,     0.860,   115.710
          74,  0.1469840E+03, -0.4207315E+02,     0.626,     0.928
          75,  0.1469840E+03, -0.4207314E+02,     0.743,     1.377
          76,  0.1469840E+03, -0.4207319E+02,     0.616,     0.912
          77,  0.1469840E+03, -0.4207318E+02,     0.669,     1.052
          78,  0.1469840E+03, -0.4207324E+02,     0.776,    44.916
          79,  0.1469840E+03, -0.4207322E+02,     0.736,     1.362
          80,  0.1469840E+03, -0.4207326E+02,     0.847,    76.163
          81,  0.1469841E+03, -0.4207313E+02,     0.804,    19.888
          82,  0.1469841E+03, -0.4207311E+02,     0.856,    85.322
          83,  0.1469840E+03, -0.4207317E+02,     0.626,     0.928
          84,  0.1469841E+03, -0.4207316E+02,     0.747,     1.390
          85,  0.1469840E+03, -0.4207321E+02,     0.619,     0.916
          86,  0.1469841E+03, -0.4207320E+02,     0.678,     1.067
          87,  0.1469840E+03, -0.4207325E+02,     0.766,    29.768
          88,  0.1469840E+03, -0.4207324E+02,     0.742,     1.376
          89,  0.1469840E+03, -0.4207328E+02,     0.851,    77.540
          90,  0.1469841E+03, -0.4207314E+02,     0.803,    58.583
          91,  0.1469842E+03, -0.4207313E+02,     0.840,   164.242
          92,  0.1469841E+03, -0.4207319E+02,     0.627,     0.929
          93,  0.1469841E+03, -0.4207317E+02,     0.745,     1.373
          94,  0.1469841E+03, -0.4207323E+02,     0.624,     0.924
          95,  0.1469841E+03, -0.4207322E+02,     0.670,     1.054
          96,  0.1469841E+03, -0.4207327E+02,     0.769,   144.040
          97,  0.1469841E+03, -0.4207326E+02,     0.740,     1.371
          98,  0.1469841E+03, -0.4207330E+02,     0.852,    73.816
          99,  0.1469842E+03, -0.4207316E+02,     0.793,    39.189
         100,  0.1469842E+03, -0.4207315E+02,     0.823,   169.816
         101,  0.1469842E+03, -0.4207320E+02,     0.633,     0.938
         102,  0.1469842E+03, -0.4207319E+02,     0.722,     1.328
         103,  0.1469841E+03, -0.4207324E+02,     0.619,     0.916
         104,  0.1469842E+03, -0.4207323E+02,     0.659,     1.037
         105,  0.1469841E+03, -0.4207329E+02,     0.762,   132.345
         106,  0.1469841E+03, -0.4207327E+02,     0.728,     1.348
         107,  0.1469841E+03, -0.4207331E+02,     0.824,    71.176
         108,  0.1469842E+03, -0.4207318E+02,     0.799,   133.487
         109,  0.1469843E+03, -0.4207317E+02,     0.792,   105.863
         110,  0.1469842E+03, -0.4207322E+02,     0.637,     0.944
         111,  0.1469842E+03, -0.4207321E+02,     0.713,     1.321
         112,  0.1469842E+03, -0.4207326E+02,     0.629,     0.931
         113,  0.1469842E+03, -0.4207325E+02,     0.639,     1.009
         114,  0.1469842E+03, -0.4207330E+02,     0.754,    95.560
         115,  0.1469842E+03, -0.4207329E+02,     0.708,     1.307
         116,  0.1469842E+03, -0.4207333E+02,     0.791,    60.072
         117,  0.1469843E+03, -0.4207320E+02,     0.791,    92.782
         118,  0.1469843E+03, -0.4207320E+02,     0.794,   207.644
         119,  0.1469843E+03, -0.4207324E+02,     0.643,     0.952
         120,  0.1469843E+03, -0.4207323E+02,     0.709,     1.297
         121,  0.1469842E+03, -0.4207328E+02,     0.626,     0.926
         122,  0.1469843E+03, -0.4207327E+02,     0.653,     1.032
         123,  0.1469842E+03, -0.4207332E+02,     0.753,    87.792
         124,  0.1469842E+03, -0.4207331E+02,     0.699,     1.284
         125,  0.1469842E+03, -0.4207335E+02,     0.779,    19.435
         126,  0.1469843E+03, -0.4207323E+02,     0.781,   189.817
         127,  0.1469843E+03, -0.4207327E+02,     0.631,     0.934
         128,  0.1469843E+03, -0.4207331E+02,     0.628,     0.930
         129,  0.1469843E+03, -0.4207335E+02,     0.749,    30.617
         130,  0.1469834E+03, -0.4207297E+02,     0.871,    98.505
         131,  0.1469835E+03, -0.4207295E+02,     1.027,    29.274
         132,  0.1469834E+03, -0.4207294E+02,     1.007,    21.159
         133,  0.1469834E+03, -0.4207302E+02,     0.674,     1.001
         134,  0.1469834E+03, -0.4207300E+02,     0.880,     1.623
         135,  0.1469834E+03, -0.4207299E+02,     0.848,     1.562
         136,  0.1469834E+03, -0.4207306E+02,     0.679,     1.008
         137,  0.1469834E+03, -0.4207305E+02,     0.789,     1.228
         138,  0.1469834E+03, -0.4207303E+02,     0.757,     1.178
         139,  0.1469834E+03, -0.4207311E+02,     0.894,    97.604
         140,  0.1469834E+03, -0.4207310E+02,     0.876,     1.612
         141,  0.1469833E+03, -0.4207308E+02,     0.849,     1.560
         142,  0.1469834E+03, -0.4207314E+02,     1.008,    26.475
         143,  0.1469833E+03, -0.4207313E+02,     0.974,    18.346
         144,  0.1469835E+03, -0.4207298E+02,     0.839,    71.951
         145,  0.1469835E+03, -0.4207296E+02,     1.034,    24.011
         146,  0.1469834E+03, -0.4207303E+02,     0.649,     0.964
         147,  0.1469835E+03, -0.4207301E+02,     0.895,     1.647
         148,  0.1469834E+03, -0.4207308E+02,     0.656,     0.973
         149,  0.1469835E+03, -0.4207306E+02,     0.791,     1.229
         150,  0.1469834E+03, -0.4207313E+02,     0.857,    89.530
         151,  0.1469834E+03, -0.4207311E+02,     0.894,     1.636
         152,  0.1469834E+03, -0.4207316E+02,     1.015,   288.468
         153,  0.1469835E+03, -0.4207299E+02,     0.841,   156.182
         154,  0.1469836E+03, -0.4207297E+02,     1.030,    25.559
         155,  0.1469835E+03, -0.4207304E+02,     0.650,     0.966
         156,  0.1469835E+03, -0.4207302E+02,     0.890,     1.642
         157,  0.1469835E+03, -0.4207309E+02,     0.656,     0.974
         158,  0.1469835E+03, -0.4207307E+02,     0.796,     1.239
         159,  0.1469835E+03, -0.4207314E+02,     0.852,    62.190
         160,  0.1469835E+03, -0.4207312E+02,     0.880,     1.609
         161,  0.1469835E+03, -0.4207317E+02,     1.030,   250.146
         162,  0.1469836E+03, -0.4207300E+02,     0.842,   136.616
         163,  0.1469836E+03, -0.4207298E+02,     1.033,    20.307
         164,  0.1469836E+03, -0.4207305E+02,     0.651,     0.968
         165,  0.1469836E+03, -0.4207303E+02,     0.881,     1.624
         166,  0.1469835E+03, -0.4207310E+02,     0.652,     0.967
         167,  0.1469836E+03, -0.4207308E+02,     0.791,     1.231
         168,  0.1469835E+03, -0.4207315E+02,     0.848,    85.160
         169,  0.1469836E+03, -0.4207313E+02,     0.883,     1.617
         170,  0.1469835E+03, -0.4207318E+02,     1.006,   241.732
         171,  0.1469836E+03, -0.4207301E+02,     0.848,   121.580
         172,  0.1469837E+03, -0.4207299E+02,     1.008,   218.966
         173,  0.1469836E+03, -0.4207306E+02,     0.650,     0.966
         174,  0.1469837E+03, -0.4207304E+02,     0.877,     1.611
         175,  0.1469836E+03, -0.4207311E+02,     0.654,     0.970
         176,  0.1469836E+03, -0.4207309E+02,     0.776,     1.208
         177,  0.1469836E+03, -0.4207316E+02,     0.852,    83.541
         178,  0.1469836E+03, -0.4207314E+02,     0.866,     1.586
         179,  0.1469836E+03, -0.4207319E+02,     1.004,   216.347
         180,  0.1469837E+03, -0.4207302E+02,     0.845,   103.444
         181,  0.1469837E+03, -0.4207301E+02,     0.995,   220.301
         182,  0.1469837E+03, -0.4207307E+02,     0.655,     0.974
         183,  0.1469837E+03, -0.4207306E+02,     0.842,     1.548
         184,  0.1469837E+03, -0.4207312E+02,     0.652,     0.967
         185,  0.1469837E+03, -0.4207310E+02,     0.758,     1.181
         186,  0.1469836E+03, -0.4207317E+02,     0.841,   100.816
         187,  0.1469837E+03, -0.4207315E+02,     0.851,     1.560
         188,  0.1469837E+03, -0.4207320E+02,     0.970,   205.812
         189,  0.1469837E+03, -0.4207304E+02,     0.840,    72.621
         190,  0.1469838E+03, -0.4207302E+02,     0.945,   237.836
         191,  0.1469837E+03, -0.4207309E+02,     0.646,     0.959
         192,  0.1469838E+03, -0.4207307E+02,     0.828,     1.518
         193,  0.1469837E+03, -0.4207313E+02,     0.644,     0.955
         194,  0.1469837E+03, -0.4207311E+02,     0.744,     1.160
         195,  0.1469837E+03, -0.4207318E+02,     0.839,   156.545
         196,  0.1469837E+03, -0.4207316E+02,     0.821,     1.507
         197,  0.1469837E+03, -0.4207321E+02,     0.941,   216.485
         198,  0.1469838E+03, -0.4207305E+02,     0.830,    71.519
         199,  0.1469838E+03, -0.4207304E+02,     0.924,    64.831
         200,  0.1469838E+03, -0.4207310E+02,     0.646,     0.959
         201,  0.1469838E+03, -0.4207308E+02,     0.796,     1.468
         202,  0.1469838E+03, -0.4207314E+02,     0.653,     0.968
         203,  0.1469838E+03, -0.4207313E+02,     0.718,     1.121
         204,  0.1469837E+03, -0.4207319E+02,     0.843,    76.448
         205,  0.1469838E+03, -0.4207317E+02,     0.794,     1.455
         206,  0.1469838E+03, -0.4207322E+02,     0.920,   288.527
         207,  0.1469839E+03, -0.4207307E+02,     0.836,    72.473
         208,  0.1469838E+03, -0.4207311E+02,     0.647,     0.960
         209,  0.1469838E+03, -0.4207315E+02,     0.649,     0.962
         210,  0.1469838E+03, -0.4207320E+02,     0.831,    44.768
         211,  0.1469828E+03, -0.4207284E+02,     0.846,    91.518
         212,  0.1469828E+03, -0.4207283E+02,     1.055,    18.802
         213,  0.1469828E+03, -0.4207281E+02,     1.116,   217.358
         214,  0.1469827E+03, -0.4207289E+02,     0.692,     1.025
         215,  0.1469828E+03, -0.4207287E+02,     0.884,     1.607
         216,  0.1469827E+03, -0.4207285E+02,     0.811,     1.482
         217,  0.1469827E+03, -0.4207293E+02,     0.714,     1.060
         218,  0.1469828E+03, -0.4207292E+02,     0.791,     1.214
         219,  0.1469827E+03, -0.4207289E+02,     0.738,     1.137
         220,  0.1469827E+03, -0.4207298E+02,     0.972,    99.734
         221,  0.1469827E+03, -0.4207296E+02,     0.885,     1.614
         222,  0.1469827E+03, -0.4207294E+02,     0.846,     1.543
         223,  0.1469827E+03, -0.4207301E+02,     1.029,    72.462
         224,  0.1469826E+03, -0.4207298E+02,     0.982,   205.355
         225,  0.1469828E+03, -0.4207286E+02,     0.869,    70.045
         226,  0.1469829E+03, -0.4207284E+02,     1.051,    64.695
         227,  0.1469828E+03, -0.4207290E+02,     0.669,     0.992
         228,  0.1469829E+03, -0.4207289E+02,     0.893,     1.636
         229,  0.1469828E+03, -0.4207295E+02,     0.684,     1.015
         230,  0.1469828E+03, -0.4207293E+02,     0.783,     1.206
         231,  0.1469827E+03, -0.4207300E+02,     0.912,   319.378
         232,  0.1469828E+03, -0.4207298E+02,     0.882,     1.609
         233,  0.1469828E+03, -0.4207303E+02,     1.010,   248.808
         234,  0.1469829E+03, -0.4207287E+02,     0.851,    77.087
         235,  0.1469829E+03, -0.4207285E+02,     1.017,   222.600
         236,  0.1469829E+03, -0.4207292E+02,     0.655,     0.973
         237,  0.1469829E+03, -0.4207290E+02,     0.859,     1.573
         238,  0.1469828E+03, -0.4207296E+02,     0.659,     0.977
         239,  0.1469829E+03, -0.4207294E+02,     0.752,     1.160
         240,  0.1469828E+03, -0.4207301E+02,     0.873,   275.245
         241,  0.1469828E+03, -0.4207299E+02,     0.833,     1.520
         242,  0.1469828E+03, -0.4207303E+02,     0.959,   206.617
