id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.1470265E+03, -0.4207604E+02,    23.676,   341.806
           2,  0.1470265E+03, -0.4207591E+02,    39.151,  1173.342
           3,  0.1470264E+03, -0.4207583E+02,    34.748,   656.423
           4,  0.1470263E+03, -0.4207597E+02,    35.122,   921.635
           5,  0.1470265E+03, -0.4207627E+02,    23.930,   353.017
           6,  0.1470266E+03, -0.4207613E+02,    44.793,  1497.905
           7,  0.1470264E+03, -0.4207608E+02,    28.888,   455.362
           8,  0.1470264E+03, -0.4207621E+02,    46.666,   881.995
           9,  0.1470267E+03, -0.4207636E+02,    21.823,   623.190
          10,  0.1470265E+03, -0.4207632E+02,    22.390,   396.202
          11,  0.1470265E+03, -0.4207641E+02,    20.509,   487.361
          12,  0.1470266E+03, -0.4207644E+02,    26.209,   508.767
          13,  0.1470268E+03, -0.4207596E+02,    27.075,   548.753
          14,  0.1470266E+03, -0.4207587E+02,    59.505,  1147.732
          15,  0.1470266E+03, -0.4207579E+02,   163.643,  3108.185
          16,  0.1470269E+03, -0.4207619E+02,    26.568,   547.193
          17,  0.1470267E+03, -0.4207609E+02,    56.359,  1537.705
          18,  0.1470268E+03, -0.4207632E+02,    53.083,  1347.459
          19,  0.1470269E+03, -0.4207643E+02,   333.192,  4310.461
          20,  0.1470266E+03, -0.4207600E+02,    26.293,   372.531
          21,  0.1470265E+03, -0.4207581E+02,    38.366,   697.827
          22,  0.1470267E+03, -0.4207623E+02,    25.580,   387.753
          23,  0.1470268E+03, -0.4207645E+02,    25.746,   754.561
          24,  0.1470267E+03, -0.4207642E+02,    16.913,   398.146
          25,  0.1470267E+03, -0.4207648E+02,    18.106,   590.144
          26,  0.1469839E+03, -0.4207308E+02,     5.560,   184.554
          27,  0.1469839E+03, -0.4207307E+02,    36.126,   698.206
          28,  0.1469839E+03, -0.4207305E+02,    35.449,   598.035
          29,  0.1469839E+03, -0.4207312E+02,     1.317,    19.376
          30,  0.1469839E+03, -0.4207311E+02,    12.417,    63.168
          31,  0.1469839E+03, -0.4207310E+02,    12.147,    75.260
          32,  0.1469839E+03, -0.4207317E+02,     1.332,    19.381
          33,  0.1469839E+03, -0.4207315E+02,    15.803,   227.281
          34,  0.1469839E+03, -0.4207314E+02,    15.818,   355.748
          35,  0.1469839E+03, -0.4207321E+02,     4.422,   213.627
          36,  0.1469839E+03, -0.4207319E+02,     9.618,    77.319
          37,  0.1469838E+03, -0.4207318E+02,    10.875,    78.339
          38,  0.1469839E+03, -0.4207324E+02,    31.163,   778.083
          39,  0.1469838E+03, -0.4207323E+02,    35.313,   979.739
          40,  0.1469844E+03, -0.4207325E+02,     4.640,   263.732
          41,  0.1469844E+03, -0.4207322E+02,    43.436,   590.258
          42,  0.1469843E+03, -0.4207308E+02,   567.052,  7175.039
          43,  0.1469844E+03, -0.4207326E+02,     2.355,   181.977
          44,  0.1469845E+03, -0.4207323E+02,     7.098,   391.470
          45,  0.1469845E+03, -0.4207315E+02,    10.089,   323.421
          46,  0.1469844E+03, -0.4207306E+02,    22.014,   440.049
          47,  0.1469844E+03, -0.4207329E+02,     1.041,    17.118
          48,  0.1469843E+03, -0.4207326E+02,    11.688,    68.141
          49,  0.1469844E+03, -0.4207328E+02,     4.921,    39.980
          50,  0.1469843E+03, -0.4207333E+02,     0.990,    16.871
          51,  0.1469843E+03, -0.4207330E+02,    13.142,   154.626
          52,  0.1469844E+03, -0.4207335E+02,     1.047,    13.704
          53,  0.1469844E+03, -0.4207330E+02,     1.220,    15.964
          54,  0.1469843E+03, -0.4207337E+02,     5.245,   217.738
          55,  0.1469843E+03, -0.4207334E+02,    11.322,    63.881
          56,  0.1469843E+03, -0.4207337E+02,     5.827,    38.263
          57,  0.1469843E+03, -0.4207338E+02,    34.686,   526.923
          58,  0.1469841E+03, -0.4207339E+02,   553.214,  7099.377
          59,  0.1469842E+03, -0.4207351E+02,    21.338,   449.970
          60,  0.1469843E+03, -0.4207350E+02,     9.566,   237.757
          61,  0.1469843E+03, -0.4207344E+02,     7.003,   275.784
          62,  0.1469843E+03, -0.4207339E+02,     3.106,    67.203
          63,  0.1469840E+03, -0.4207310E+02,     5.935,   127.441
          64,  0.1469840E+03, -0.4207308E+02,    32.592,   677.057
          65,  0.1469839E+03, -0.4207314E+02,     1.318,    19.830
          66,  0.1469840E+03, -0.4207312E+02,    11.135,    66.263
          67,  0.1469839E+03, -0.4207318E+02,     1.300,    19.645
          68,  0.1469840E+03, -0.4207317E+02,    16.161,   161.284
          69,  0.1469839E+03, -0.4207322E+02,     5.872,   167.722
          70,  0.1469839E+03, -0.4207321E+02,     5.668,    61.226
          71,  0.1469839E+03, -0.4207325E+02,    27.828,   738.831
          72,  0.1469840E+03, -0.4207311E+02,     9.894,   173.318
          73,  0.1469840E+03, -0.4207310E+02,    29.910,   728.526
          74,  0.1469840E+03, -0.4207315E+02,     1.266,    19.597
          75,  0.1469840E+03, -0.4207314E+02,     9.357,    75.306
          76,  0.1469840E+03, -0.4207319E+02,     1.241,    19.348
          77,  0.1469840E+03, -0.4207318E+02,    15.455,   207.552
          78,  0.1469840E+03, -0.4207324E+02,    10.888,   426.187
          79,  0.1469840E+03, -0.4207322E+02,     9.432,    64.675
          80,  0.1469840E+03, -0.4207326E+02,    29.910,   705.852
          81,  0.1469841E+03, -0.4207313E+02,    10.273,   187.492
          82,  0.1469841E+03, -0.4207311E+02,    29.963,   729.729
          83,  0.1469840E+03, -0.4207317E+02,     1.241,    19.569
          84,  0.1469841E+03, -0.4207316E+02,    10.254,    75.251
          85,  0.1469840E+03, -0.4207321E+02,     1.215,    19.395
          86,  0.1469841E+03, -0.4207320E+02,    15.499,   232.063
          87,  0.1469840E+03, -0.4207325E+02,    10.855,   407.353
          88,  0.1469840E+03, -0.4207324E+02,    10.529,    66.722
          89,  0.1469840E+03, -0.4207328E+02,    31.071,   722.664
          90,  0.1469841E+03, -0.4207314E+02,    10.871,   226.954
          91,  0.1469842E+03, -0.4207313E+02,    30.362,   748.100
          92,  0.1469841E+03, -0.4207319E+02,     1.228,    19.612
          93,  0.1469841E+03, -0.4207317E+02,    10.728,    58.649
          94,  0.1469841E+03, -0.4207323E+02,     1.204,    19.398
          95,  0.1469841E+03, -0.4207322E+02,    15.518,   189.060
          96,  0.1469841E+03, -0.4207327E+02,     8.912,   210.431
          97,  0.1469841E+03, -0.4207326E+02,    11.150,    73.246
          98,  0.1469841E+03, -0.4207330E+02,    33.069,   891.347
          99,  0.1469842E+03, -0.4207316E+02,     5.463,   185.070
         100,  0.1469842E+03, -0.4207315E+02,    29.910,   632.638
         101,  0.1469842E+03, -0.4207320E+02,     1.231,    19.608
         102,  0.1469842E+03, -0.4207319E+02,     9.463,    56.136
         103,  0.1469841E+03, -0.4207324E+02,     1.165,    19.065
         104,  0.1469842E+03, -0.4207323E+02,    15.747,   155.629
         105,  0.1469841E+03, -0.4207329E+02,     5.516,   313.150
         106,  0.1469841E+03, -0.4207327E+02,    11.446,    81.318
         107,  0.1469841E+03, -0.4207331E+02,    34.128,   595.304
         108,  0.1469842E+03, -0.4207318E+02,     4.465,   295.231
         109,  0.1469843E+03, -0.4207317E+02,    33.683,   709.864
         110,  0.1469842E+03, -0.4207322E+02,     1.209,    19.369
         111,  0.1469842E+03, -0.4207321E+02,    10.404,    60.489
         112,  0.1469842E+03, -0.4207326E+02,     1.145,    19.041
         113,  0.1469842E+03, -0.4207325E+02,    15.052,   147.682
         114,  0.1469842E+03, -0.4207330E+02,     4.994,   274.139
         115,  0.1469842E+03, -0.4207329E+02,     8.168,    64.364
         116,  0.1469842E+03, -0.4207333E+02,    34.168,   641.054
         117,  0.1469843E+03, -0.4207320E+02,     5.458,   274.166
         118,  0.1469843E+03, -0.4207320E+02,    29.910,   633.257
         119,  0.1469843E+03, -0.4207324E+02,     1.179,    19.110
         120,  0.1469843E+03, -0.4207323E+02,     9.543,    62.266
         121,  0.1469842E+03, -0.4207328E+02,     1.091,    18.569
         122,  0.1469843E+03, -0.4207327E+02,    12.646,   120.162
         123,  0.1469842E+03, -0.4207332E+02,     6.182,   269.463
         124,  0.1469842E+03, -0.4207331E+02,     7.636,    65.382
         125,  0.1469842E+03, -0.4207335E+02,    39.633,   431.330
         126,  0.1469843E+03, -0.4207323E+02,     5.183,   243.647
         127,  0.1469843E+03, -0.4207327E+02,     1.122,    18.250
         128,  0.1469843E+03, -0.4207331E+02,     1.075,    18.130
         129,  0.1469843E+03, -0.4207335E+02,     6.462,   263.895
         130,  0.1469834E+03, -0.4207297E+02,     7.698,   256.756
         131,  0.1469835E+03, -0.4207295E+02,    42.607,   852.794
         132,  0.1469834E+03, -0.4207294E+02,    39.710,   696.194
         133,  0.1469834E+03, -0.4207302E+02,     1.639,    23.945
         134,  0.1469834E+03, -0.4207300E+02,    13.516,    82.228
         135,  0.1469834E+03, -0.4207299E+02,    12.296,    96.850
         136,  0.1469834E+03, -0.4207306E+02,     1.691,    23.343
         137,  0.1469834E+03, -0.4207305E+02,    16.790,   404.522
         138,  0.1469834E+03, -0.4207303E+02,    16.316,   343.498
         139,  0.1469834E+03, -0.4207311E+02,     9.277,   204.934
         140,  0.1469834E+03, -0.4207310E+02,    15.254,    88.719
         141,  0.1469833E+03, -0.4207308E+02,    12.628,    68.714
         142,  0.1469834E+03, -0.4207314E+02,    44.783,   837.855
         143,  0.1469833E+03, -0.4207313E+02,    37.191,  1053.207
         144,  0.1469835E+03, -0.4207298E+02,     7.495,   273.689
         145,  0.1469835E+03, -0.4207296E+02,    45.789,  1136.650
         146,  0.1469834E+03, -0.4207303E+02,     1.594,    23.208
         147,  0.1469835E+03, -0.4207301E+02,    14.736,    76.686
         148,  0.1469834E+03, -0.4207308E+02,     1.666,    22.638
         149,  0.1469835E+03, -0.4207306E+02,    16.296,   259.654
         150,  0.1469834E+03, -0.4207313E+02,     9.010,   249.149
         151,  0.1469834E+03, -0.4207311E+02,    13.622,    79.207
         152,  0.1469834E+03, -0.4207316E+02,    47.342,  1026.595
         153,  0.1469835E+03, -0.4207299E+02,     7.639,   737.216
