ID,trc_tau_0,trc_epsilon,trc_fs1,trc_fs2
8838,0.0400,0.1000,0.8000,0.2000
8839,0.0400,0.1000,0.8000,0.2000
8840,150.0000,0.1000,0.8000,0.2000
8841,150.0000,0.1000,0.8000,0.2000
8842,150.0000,0.1000,0.8000,0.2000
8843,0.0400,0.1000,0.8000,0.2000
8844,0.0400,0.1000,0.8000,0.2000
8845,0.0700,0.1000,0.2000,0.2000
8846,0.0700,0.1000,0.2000,0.2000
8847,150.0000,0.1000,0.8000,0.2000
8848,150.0000,0.1000,0.8000,0.2000
8849,150.0000,0.1000,0.8000,0.2000
8850,150.0000,0.1000,0.8000,0.2000
8851,150.0000,0.1000,0.8000,0.2000
8852,150.0000,0.1000,0.8000,0.2000
8853,1.5000,0.1000,0.3000,0.2000
8854,1.5000,0.1000,0.3000,0.2000
8855,1.5000,0.1000,0.3000,0.2000
8856,150.0000,0.1000,0.8000,0.2000
8857,150.0000,0.1000,0.8000,0.2000
8858,150.0000,0.1000,0.8000,0.2000
8859,150.0000,0.1000,0.8000,0.2000
8860,150.0000,0.1000,0.8000,0.2000
8861,1.5000,0.1000,0.3000,0.2000
8862,1.5000,0.1000,0.3000,0.2000
8863,1.5000,0.1000,0.3000,0.2000
8864,1.5000,0.1000,0.4000,0.2000
8865,7.0000,0.1000,0.1000,0.2000
8866,7.0000,0.1000,0.1000,0.2000
8867,7.0000,0.1000,0.1000,0.2000
8868,7.0000,0.1000,0.1000,0.2000
8869,7.0000,0.1000,0.1000,0.2000
8870,7.0000,0.1000,0.1000,0.2000
8871,7.0000,0.1000,0.1000,0.2000
8872,7.0000,0.1000,0.1000,0.2000
8873,7.0000,0.1000,0.1000,0.2000
8874,7.0000,0.1000,0.1000,0.2000
8875,7.0000,0.1000,0.1000,0.2000
8876,0.0400,0.1000,0.8000,0.2000
8877,0.0400,0.1000,0.8000,0.2000
8878,0.0400,0.1000,0.8000,0.2000
8879,7.0000,0.1000,0.1000,0.2000
8880,7.0000,0.1000,0.1000,0.2000
8881,7.0000,0.1000,0.1000,0.2000
8882,7.0000,0.1000,0.1000,0.2000
8883,0.0400,0.1000,0.8000,0.2000
8884,0.0400,0.1000,0.8000,0.2000
8885,0.0400,0.1000,0.8000,0.2000
8886,0.0400,0.1000,0.8000,0.2000
8887,0.0400,0.1000,0.8000,0.2000
8888,0.0400,0.1000,0.8000,0.2000
8889,0.0400,0.1000,0.8000,0.2000
8890,0.0400,0.1000,0.8000,0.2000
8891,0.0400,0.1000,0.8000,0.2000
8892,0.0400,0.1000,0.8000,0.2000
8893,0.0400,0.1000,0.8000,0.2000
8894,0.0400,0.1000,0.8000,0.2000
8895,0.0400,0.1000,0.8000,0.2000
8896,0.0400,0.1000,0.8000,0.2000
8897,0.0400,0.1000,0.8000,0.2000
8898,0.0400,0.1000,0.8000,0.2000
8899,0.0400,0.1000,0.8000,0.2000
8900,0.0400,0.1000,0.8000,0.2000
8901,0.0400,0.1000,0.8000,0.2000
8902,0.0400,0.1000,0.8000,0.2000
8903,0.0400,0.1000,0.8000,0.2000
8904,0.0400,0.1000,0.8000,0.2000
8905,0.0400,0.1000,0.8000,0.2000
8906,0.0400,0.1000,0.8000,0.2000
8907,0.0400,0.1000,0.8000,0.2000
8908,0.0400,0.1000,0.8000,0.2000
8909,0.0400,0.1000,0.8000,0.2000
8910,0.0400,0.1000,0.8000,0.2000
8911,0.0400,0.1000,0.8000,0.2000
8912,0.0400,0.1000,0.8000,0.2000
8913,0.0400,0.1000,0.8000,0.2000
8914,0.0400,0.1000,0.8000,0.2000
8915,0.0400,0.1000,0.8000,0.2000
8916,0.0400,0.1000,0.8000,0.2000
8917,0.0400,0.1000,0.8000,0.2000
8918,0.0400,0.1000,0.8000,0.2000
8919,0.0400,0.1000,0.8000,0.2000
8920,0.0400,0.1000,0.8000,0.2000
8921,0.0400,0.1000,0.8000,0.2000
8922,0.0400,0.1000,0.8000,0.2000
8923,0.0400,0.1000,0.8000,0.2000
8924,0.0400,0.1000,0.8000,0.2000
8925,0.0400,0.1000,0.8000,0.2000
8926,150.0000,0.1000,0.8000,0.2000
8927,150.0000,0.1000,0.8000,0.2000
8928,150.0000,0.1000,0.8000,0.2000
8929,150.0000,0.1000,0.8000,0.2000
8930,150.0000,0.1000,0.8000,0.2000
8931,150.0000,0.1000,0.8000,0.2000
8932,150.0000,0.1000,0.8000,0.2000
8933,0.0400,0.1000,0.8000,0.2000
8934,0.0400,0.1000,0.8000,0.2000
8935,0.0400,0.1000,0.8000,0.2000
8936,0.0400,0.1000,0.8000,0.2000
8937,0.0400,0.1000,0.8000,0.2000
8938,150.0000,0.1000,0.8000,0.2000
8939,150.0000,0.1000,0.8000,0.2000
8940,150.0000,0.1000,0.8000,0.2000
8941,150.0000,0.1000,0.8000,0.2000
8942,0.0700,0.1000,0.2000,0.2000
8943,0.0700,0.1000,0.2000,0.2000
8944,150.0000,0.1000,0.8000,0.2000
8945,150.0000,0.1000,0.8000,0.2000
8946,0.0700,0.1000,0.2000,0.2000
8947,0.0400,0.1000,0.8000,0.2000
8948,0.0400,0.1000,0.8000,0.2000
8949,0.0400,0.1000,0.8000,0.2000
8950,0.0400,0.1000,0.8000,0.2000
8951,0.0400,0.1000,0.8000,0.2000
8952,0.0400,0.1000,0.8000,0.2000
8953,0.0400,0.1000,0.8000,0.2000
8954,0.0400,0.1000,0.8000,0.2000
8955,0.0700,0.1000,0.2000,0.2000
8956,0.0400,0.1000,0.8000,0.2000
8957,150.0000,0.1000,0.8000,0.2000
8958,150.0000,0.1000,0.8000,0.2000
8959,150.0000,0.1000,0.8000,0.2000
8960,1.5000,0.1000,0.3000,0.2000
8961,0.0700,0.1000,0.2000,0.2000
8962,0.0700,0.1000,0.2000,0.2000
8963,0.0700,0.1000,0.2000,0.2000
8964,0.0400,0.1000,0.8000,0.2000
8965,0.0400,0.1000,0.8000,0.2000
8966,0.0400,0.1000,0.8000,0.2000
8967,0.0400,0.1000,0.8000,0.2000
8968,0.0400,0.1000,0.8000,0.2000
8969,0.0400,0.1000,0.8000,0.2000
8970,0.0400,0.1000,0.8000,0.2000
8971,0.0400,0.1000,0.8000,0.2000
8972,0.0400,0.1000,0.8000,0.2000
8973,0.0400,0.1000,0.8000,0.2000
8974,0.0400,0.1000,0.8000,0.2000
8975,0.0400,0.1000,0.8000,0.2000
8976,0.0400,0.1000,0.8000,0.2000
8977,0.0400,0.1000,0.8000,0.2000
8978,0.0400,0.1000,0.8000,0.2000
8979,1000.0000,0.1000,0.8000,0.2000
8980,1000.0000,0.1000,0.8000,0.2000
8981,1000.0000,0.1000,0.8000,0.2000
8982,1000.0000,0.1000,0.8000,0.2000
8983,1.5000,0.1000,0.4000,0.2000
8984,1000.0000,0.1000,0.8000,0.2000
8985,1000.0000,0.1000,0.8000,0.2000
8986,1000.0000,0.1000,0.8000,0.2000
8987,1000.0000,0.1000,0.8000,0.2000
8988,1000.0000,0.1000,0.8000,0.2000
8989,1000.0000,0.1000,0.8000,0.2000
8990,1000.0000,0.1000,0.8000,0.2000
8991,1000.0000,0.1000,0.8000,0.2000
8992,1000.0000,0.1000,0.8000,0.2000
8993,1.5000,0.1000,0.3000,0.2000
8994,1.5000,0.1000,0.3000,0.2000
8995,0.0700,0.1000,0.2000,0.2000
8996,1.5000,0.1000,0.3000,0.2000
8997,1.5000,0.1000,0.3000,0.2000
8998,1.5000,0.1000,0.3000,0.2000
8999,1.5000,0.1000,0.4000,0.2000
9000,0.0700,0.1000,0.2000,0.2000
9001,7.0000,0.1000,0.1000,0.2000
9002,7.0000,0.1000,0.1000,0.2000
9003,7.0000,0.1000,0.1000,0.2000
9004,7.0000,0.1000,0.1000,0.2000
9005,1000.0000,0.1000,0.8000,0.2000
9006,0.0700,0.1000,0.2000,0.2000
9007,0.0700,0.1000,0.2000,0.2000
9008,0.0700,0.1000,0.2000,0.2000
9009,0.0700,0.1000,0.2000,0.2000
9010,0.0700,0.1000,0.2000,0.2000
9011,0.0700,0.1000,0.2000,0.2000
9012,0.0700,0.1000,0.2000,0.2000
9013,0.0700,0.1000,0.2000,0.2000
9014,0.0700,0.1000,0.2000,0.2000
9015,0.0700,0.1000,0.2000,0.2000
9016,0.0700,0.1000,0.2000,0.2000
9017,7.0000,0.1000,0.1000,0.2000
9018,7.0000,0.1000,0.1000,0.2000
9019,7.0000,0.1000,0.1000,0.2000
9020,7.0000,0.1000,0.1000,0.2000
9021,1.5000,0.1000,0.3000,0.2000
9022,1.5000,0.1000,0.3000,0.2000
9023,1.5000,0.1000,0.3000,0.2000
9024,0.0700,0.1000,0.2000,0.2000
9025,1.5000,0.1000,0.3000,0.2000
9026,0.0700,0.1000,0.2000,0.2000
9027,0.0700,0.1000,0.2000,0.2000
9028,0.0700,0.1000,0.2000,0.2000
9029,0.0700,0.1000,0.2000,0.2000
9030,1.5000,0.1000,0.3000,0.2000
9031,1.5000,0.1000,0.3000,0.2000
9032,1.5000,0.1000,0.3000,0.2000
9033,1.5000,0.1000,0.3000,0.2000
9034,7.0000,0.1000,0.1000,0.2000
9035,7.0000,0.1000,0.1000,0.2000
9036,1.5000,0.1000,0.4000,0.2000
9037,1.5000,0.1000,0.4000,0.2000
9038,1.5000,0.1000,0.3000,0.2000
9039,0.0700,0.1000,0.2000,0.2000
9040,0.0700,0.1000,0.2000,0.2000
9041,7.0000,0.1000,0.1000,0.2000
9042,7.0000,0.1000,0.1000,0.2000
9043,1.5000,0.1000,0.4000,0.2000
9044,1.5000,0.1000,0.4000,0.2000
9045,0.0700,0.1000,0.2000,0.2000
9046,150.0000,0.1000,0.8000,0.2000
9047,150.0000,0.1000,0.8000,0.2000
9048,150.0000,0.1000,0.8000,0.2000
9049,0.0700,0.1000,0.2000,0.2000
9050,0.0700,0.1000,0.2000,0.2000
9051,1.5000,0.1000,0.2000,0.2000
9052,1.5000,0.1000,0.2000,0.2000
9053,0.0700,0.1000,0.2000,0.2000
9054,1.5000,0.1000,0.2000,0.2000
9055,1.5000,0.1000,0.2000,0.2000
9056,1.5000,0.1000,0.2000,0.2000
9057,1.5000,0.1000,0.2000,0.2000
9058,0.0700,0.1000,0.2000,0.2000
9059,0.0700,0.1000,0.2000,0.2000
9060,0.0700,0.1000,0.2000,0.2000
9061,0.0700,0.1000,0.2000,0.2000
9062,0.0700,0.1000,0.2000,0.2000
9063,0.0700,0.1000,0.2000,0.2000
9064,0.0700,0.1000,0.2000,0.2000
9065,0.0700,0.1000,0.2000,0.2000
9066,0.0700,0.1000,0.2000,0.2000
9067,0.0700,0.1000,0.2000,0.2000
9068,0.0700,0.1000,0.2000,0.2000
9069,0.0700,0.1000,0.2000,0.2000
9070,0.0700,0.1000,0.2000,0.2000
9071,1.5000,0.1000,0.4000,0.2000
9072,1.5000,0.1000,0.4000,0.2000
9073,1.5000,0.1000,0.4000,0.2000
9074,0.0700,0.1000,0.2000,0.2000
9075,0.0700,0.1000,0.2000,0.2000
9076,0.0700,0.1000,0.2000,0.2000
9077,1.5000,0.1000,0.3000,0.2000
9078,0.0700,0.1000,0.2000,0.2000
9079,0.0700,0.1000,0.2000,0.2000
9080,0.0700,0.1000,0.2000,0.2000
9081,0.0700,0.1000,0.2000,0.2000
9082,0.0700,0.1000,0.2000,0.2000
9083,0.0700,0.1000,0.2000,0.2000
9084,0.0700,0.1000,0.2000,0.2000
9085,0.0700,0.1000,0.2000,0.2000
9086,0.0700,0.1000,0.2000,0.2000
9087,0.0700,0.1000,0.2000,0.2000
9088,0.0700,0.1000,0.2000,0.2000
9089,0.0700,0.1000,0.2000,0.2000
9090,0.0700,0.1000,0.2000,0.2000
9091,0.0700,0.1000,0.2000,0.2000
9092,0.0700,0.1000,0.2000,0.2000
9093,0.0700,0.1000,0.2000,0.2000
9094,0.0700,0.1000,0.2000,0.2000
9095,0.0700,0.1000,0.2000,0.2000
9096,0.0700,0.1000,0.2000,0.2000
9097,0.0700,0.1000,0.2000,0.2000
9098,0.0700,0.1000,0.2000,0.2000
9099,0.0700,0.1000,0.2000,0.2000
9100,0.0700,0.1000,0.2000,0.2000
9101,150.0000,0.1000,0.8000,0.2000
9102,0.0700,0.1000,0.2000,0.2000
9103,0.0700,0.1000,0.2000,0.2000
9104,150.0000,0.1000,0.8000,0.2000
9105,150.0000,0.1000,0.8000,0.2000
9106,0.0700,0.1000,0.2000,0.2000
9107,0.0700,0.1000,0.2000,0.2000
9108,0.0700,0.1000,0.2000,0.2000
9109,150.0000,0.1000,0.8000,0.2000
9110,150.0000,0.1000,0.8000,0.2000
9111,150.0000,0.1000,0.8000,0.2000
9112,150.0000,0.1000,0.8000,0.2000
9113,150.0000,0.1000,0.8000,0.2000
9114,1.5000,0.1000,0.4000,0.2000
9115,1.5000,0.1000,0.4000,0.2000
9116,0.0700,0.1000,0.2000,0.2000
9117,0.0700,0.1000,0.2000,0.2000
9118,0.0700,0.1000,0.2000,0.2000
9119,0.0700,0.1000,0.2000,0.2000
9120,0.0700,0.1000,0.2000,0.2000
9121,0.0700,0.1000,0.2000,0.2000
9122,0.0700,0.1000,0.2000,0.2000
9123,0.0700,0.1000,0.2000,0.2000
9124,1.5000,0.1000,0.2000,0.2000
9125,1.5000,0.1000,0.2000,0.2000
9126,1.5000,0.1000,0.2000,0.2000
9127,1.5000,0.1000,0.2000,0.2000
9128,1.5000,0.1000,0.4000,0.2000
9129,1.5000,0.1000,0.4000,0.2000
9130,1.5000,0.1000,0.4000,0.2000
9131,1.5000,0.1000,0.3000,0.2000
9132,1.5000,0.1000,0.3000,0.2000
9133,1.5000,0.1000,0.3000,0.2000
9134,1.5000,0.1000,0.3000,0.2000
9135,1.5000,0.1000,0.3000,0.2000
9136,1.5000,0.1000,0.3000,0.2000
9137,1.5000,0.1000,0.3000,0.2000
9138,0.0700,0.1000,0.2000,0.2000
9139,1.5000,0.1000,0.3000,0.2000
9140,0.0700,0.1000,0.2000,0.2000
9141,1.5000,0.1000,0.4000,0.2000
9142,0.0700,0.1000,0.2000,0.2000
9143,0.0700,0.1000,0.2000,0.2000
9144,0.0700,0.1000,0.2000,0.2000
9145,0.0700,0.1000,0.2000,0.2000
9146,0.0700,0.1000,0.2000,0.2000
9147,0.0700,0.1000,0.2000,0.2000
9148,0.0700,0.1000,0.2000,0.2000
9149,0.0700,0.1000,0.2000,0.2000
9150,0.0700,0.1000,0.2000,0.2000
9151,0.0700,0.1000,0.2000,0.2000
9152,0.0700,0.1000,0.2000,0.2000
9153,0.0700,0.1000,0.2000,0.2000
9154,0.0700,0.1000,0.2000,0.2000
9155,0.0700,0.1000,0.2000,0.2000
9156,0.0700,0.1000,0.2000,0.2000
9157,0.0700,0.1000,0.2000,0.2000
9158,0.0700,0.1000,0.2000,0.2000
9159,0.0700,0.1000,0.2000,0.2000
9160,0.0700,0.1000,0.2000,0.2000
9161,0.0700,0.1000,0.2000,0.2000
9162,0.0700,0.1000,0.2000,0.2000
9163,0.0700,0.1000,0.2000,0.2000
9164,0.0700,0.1000,0.2000,0.2000
9165,0.0700,0.1000,0.2000,0.2000
9166,1.5000,0.1000,0.4000,0.2000
9167,1.5000,0.1000,0.3000,0.2000
9168,1.5000,0.1000,0.4000,0.2000
9169,1.5000,0.1000,0.3000,0.2000
9170,1.5000,0.1000,0.3000,0.2000
9171,1.5000,0.1000,0.3000,0.2000
9172,1.5000,0.1000,0.3000,0.2000
9173,1.5000,0.1000,0.3000,0.2000
9174,1.5000,0.1000,0.3000,0.2000
9175,1.5000,0.1000,0.3000,0.2000
9176,1.5000,0.1000,0.3000,0.2000
9177,1.5000,0.1000,0.4000,0.2000
9178,1.5000,0.1000,0.4000,0.2000
9179,1.5000,0.1000,0.4000,0.2000
9180,1.5000,0.1000,0.4000,0.2000
9181,150.0000,0.1000,0.8000,0.2000
9182,1.5000,0.1000,0.4000,0.2000
9183,150.0000,0.1000,0.8000,0.2000
9184,150.0000,0.1000,0.8000,0.2000
9185,0.0400,0.1000,0.8000,0.2000
9186,0.0400,0.1000,0.8000,0.2000
9187,1.5000,0.1000,0.2000,0.2000
9188,150.0000,0.1000,0.8000,0.2000
9189,150.0000,0.1000,0.8000,0.2000
9190,0.0400,0.1000,0.8000,0.2000
9191,0.0400,0.1000,0.8000,0.2000
9192,0.0400,0.1000,0.8000,0.2000
9193,0.0400,0.1000,0.8000,0.2000
9194,1.5000,0.1000,0.3000,0.2000
9195,150.0000,0.1000,0.8000,0.2000
9196,1.5000,0.1000,0.4000,0.2000
9197,150.0000,0.1000,0.8000,0.2000
9198,150.0000,0.1000,0.8000,0.2000
9199,150.0000,0.1000,0.8000,0.2000
9200,150.0000,0.1000,0.8000,0.2000
9201,150.0000,0.1000,0.8000,0.2000
9202,150.0000,0.1000,0.8000,0.2000
9203,1.5000,0.1000,0.4000,0.2000
9204,1.5000,0.1000,0.3000,0.2000
9205,1.5000,0.1000,0.3000,0.2000
9206,150.0000,0.1000,0.8000,0.2000
9207,150.0000,0.1000,0.8000,0.2000
9208,150.0000,0.1000,0.8000,0.2000
9209,150.0000,0.1000,0.8000,0.2000
9210,1.5000,0.1000,0.3000,0.2000
9211,1.5000,0.1000,0.4000,0.2000
9212,1.5000,0.1000,0.3000,0.2000
9213,1.5000,0.1000,0.4000,0.2000
9214,1.5000,0.1000,0.4000,0.2000
9215,7.0000,0.1000,0.1000,0.2000
9216,7.0000,0.1000,0.1000,0.2000
9217,7.0000,0.1000,0.1000,0.2000
9218,7.0000,0.1000,0.1000,0.2000
9219,7.0000,0.1000,0.1000,0.2000
9220,7.0000,0.1000,0.1000,0.2000
9221,7.0000,0.1000,0.1000,0.2000
9222,7.0000,0.1000,0.1000,0.2000
9223,0.0400,0.1000,0.8000,0.2000
9224,0.0400,0.1000,0.8000,0.2000
9225,0.0400,0.1000,0.8000,0.2000
9226,0.0400,0.1000,0.8000,0.2000
9227,7.0000,0.1000,0.1000,0.2000
9228,7.0000,0.1000,0.1000,0.2000
9229,7.0000,0.1000,0.1000,0.2000
9230,7.0000,0.1000,0.1000,0.2000
9231,7.0000,0.1000,0.1000,0.2000
9232,0.0400,0.1000,0.8000,0.2000
9233,0.0400,0.1000,0.8000,0.2000
9234,0.0400,0.1000,0.8000,0.2000
9235,0.0400,0.1000,0.8000,0.2000
9236,0.0400,0.1000,0.8000,0.2000
9237,0.0400,0.1000,0.8000,0.2000
9238,0.0400,0.1000,0.8000,0.2000
9239,0.0400,0.1000,0.8000,0.2000
9240,0.0400,0.1000,0.8000,0.2000
9241,0.0400,0.1000,0.8000,0.2000
9242,0.0400,0.1000,0.8000,0.2000
9243,0.0400,0.1000,0.8000,0.2000
9244,0.0400,0.1000,0.8000,0.2000
9245,0.0400,0.1000,0.8000,0.2000
9246,0.0400,0.1000,0.8000,0.2000
9247,0.0400,0.1000,0.8000,0.2000
9248,0.0400,0.1000,0.8000,0.2000
9249,0.0400,0.1000,0.8000,0.2000
9250,0.0400,0.1000,0.8000,0.2000
9251,0.0400,0.1000,0.8000,0.2000
9252,0.0400,0.1000,0.8000,0.2000
9253,0.0400,0.1000,0.8000,0.2000
9254,0.0400,0.1000,0.8000,0.2000
9255,0.0400,0.1000,0.8000,0.2000
9256,0.0400,0.1000,0.8000,0.2000
9257,0.0400,0.1000,0.8000,0.2000
9258,0.0400,0.1000,0.8000,0.2000
9259,0.0400,0.1000,0.8000,0.2000
9260,0.0400,0.1000,0.8000,0.2000
9261,0.0400,0.1000,0.8000,0.2000
9262,0.0400,0.1000,0.8000,0.2000
9263,0.0400,0.1000,0.8000,0.2000
9264,0.0400,0.1000,0.8000,0.2000
9265,0.0400,0.1000,0.8000,0.2000
9266,0.0400,0.1000,0.8000,0.2000
9267,0.0400,0.1000,0.8000,0.2000
9268,0.0400,0.1000,0.8000,0.2000
9269,0.0400,0.1000,0.8000,0.2000
9270,0.0400,0.1000,0.8000,0.2000
9271,0.0400,0.1000,0.8000,0.2000
9272,0.0400,0.1000,0.8000,0.2000
9273,0.0400,0.1000,0.8000,0.2000
9274,0.0400,0.1000,0.8000,0.2000
9275,0.0400,0.1000,0.8000,0.2000
9276,0.0400,0.1000,0.8000,0.2000
9277,0.0400,0.1000,0.8000,0.2000
9278,150.0000,0.1000,0.8000,0.2000
9279,1.5000,0.1000,0.4000,0.2000
9280,1.5000,0.1000,0.4000,0.2000
9281,1.5000,0.1000,0.4000,0.2000
9282,1.5000,0.1000,0.4000,0.2000
9283,1.5000,0.1000,0.4000,0.2000
9284,1.5000,0.1000,0.4000,0.2000
9285,0.0700,0.1000,0.2000,0.2000
9286,0.0700,0.1000,0.2000,0.2000
9287,0.2300,0.1000,0.2000,0.2000
9288,0.2300,0.1000,0.2000,0.2000
9289,0.2300,0.1000,0.2000,0.2000
9290,150.0000,0.1000,0.8000,0.2000
9291,150.0000,0.1000,0.8000,0.2000
9292,150.0000,0.1000,0.8000,0.2000
9293,1.5000,0.1000,0.4000,0.2000
9294,0.0700,0.1000,0.2000,0.2000
9295,0.0700,0.1000,0.2000,0.2000
9296,0.0700,0.1000,0.2000,0.2000
9297,1.5000,0.1000,0.4000,0.2000
9298,150.0000,0.1000,0.8000,0.2000
9299,150.0000,0.1000,0.8000,0.2000
9300,150.0000,0.1000,0.8000,0.2000
9301,150.0000,0.1000,0.8000,0.2000
9302,0.0400,0.1000,0.8000,0.2000
9303,0.0400,0.1000,0.8000,0.2000
9304,0.0700,0.1000,0.2000,0.2000
9305,0.0700,0.1000,0.2000,0.2000
9306,0.0700,0.1000,0.2000,0.2000
9307,0.0700,0.1000,0.2000,0.2000
9308,0.2300,0.1000,0.2000,0.2000
9309,0.0700,0.1000,0.2000,0.2000
9310,0.0700,0.1000,0.2000,0.2000
9311,150.0000,0.1000,0.8000,0.2000
9312,0.2300,0.1000,0.2000,0.2000
9313,0.2300,0.1000,0.2000,0.2000
9314,0.2300,0.1000,0.2000,0.2000
9315,1.5000,0.1000,0.4000,0.2000
9316,150.0000,0.1000,0.8000,0.2000
9317,0.0700,0.1000,0.2000,0.2000
9318,150.0000,0.1000,0.8000,0.2000
9319,0.0700,0.1000,0.2000,0.2000
9320,0.0700,0.1000,0.2000,0.2000
9321,0.0700,0.1000,0.2000,0.2000
9322,0.0700,0.1000,0.2000,0.2000
9323,0.0700,0.1000,0.2000,0.2000
9324,0.0400,0.1000,0.8000,0.2000
9325,0.2300,0.1000,0.2000,0.2000
9326,0.2300,0.1000,0.2000,0.2000
9327,0.0400,0.1000,0.8000,0.2000
9328,0.0400,0.1000,0.8000,0.2000
9329,0.0400,0.1000,0.8000,0.2000
9330,0.0400,0.1000,0.8000,0.2000
9331,0.0700,0.1000,0.2000,0.2000
9332,0.0700,0.1000,0.2000,0.2000
9333,0.0700,0.1000,0.2000,0.2000
9334,0.0700,0.1000,0.2000,0.2000
9335,0.2300,0.1000,0.2000,0.2000
9336,0.2300,0.1000,0.2000,0.2000
9337,0.2300,0.1000,0.2000,0.2000
9338,0.2300,0.1000,0.2000,0.2000
9339,0.0400,0.1000,0.8000,0.2000
9340,1000.0000,0.1000,0.8000,0.2000
9341,1000.0000,0.1000,0.8000,0.2000
9342,1.5000,0.1000,0.4000,0.2000
9343,1000.0000,0.1000,0.8000,0.2000
9344,1000.0000,0.1000,0.8000,0.2000
9345,1000.0000,0.1000,0.8000,0.2000
9346,1000.0000,0.1000,0.8000,0.2000
9347,1000.0000,0.1000,0.8000,0.2000
9348,1000.0000,0.1000,0.8000,0.2000
9349,1000.0000,0.1000,0.8000,0.2000
9350,7.0000,0.1000,0.1000,0.2000
9351,7.0000,0.1000,0.1000,0.2000
9352,1000.0000,0.1000,0.8000,0.2000
9353,1000.0000,0.1000,0.8000,0.2000
9354,1000.0000,0.1000,0.8000,0.2000
9355,1000.0000,0.1000,0.8000,0.2000
9356,1000.0000,0.1000,0.8000,0.2000
9357,1.5000,0.1000,0.3000,0.2000
9358,1.5000,0.1000,0.3000,0.2000
9359,1.5000,0.1000,0.3000,0.2000
9360,0.0700,0.1000,0.2000,0.2000
9361,1.5000,0.1000,0.3000,0.2000
9362,1.5000,0.1000,0.3000,0.2000
9363,1.5000,0.1000,0.3000,0.2000
9364,0.0700,0.1000,0.2000,0.2000
9365,0.0700,0.1000,0.2000,0.2000
9366,7.0000,0.1000,0.1000,0.2000
9367,7.0000,0.1000,0.1000,0.2000
9368,7.0000,0.1000,0.1000,0.2000
9369,7.0000,0.1000,0.1000,0.2000
9370,7.0000,0.1000,0.1000,0.2000
9371,0.0700,0.1000,0.2000,0.2000
9372,1000.0000,0.1000,0.8000,0.2000
9373,7.0000,0.1000,0.1000,0.2000
9374,0.0700,0.1000,0.2000,0.2000
9375,0.0700,0.1000,0.2000,0.2000
9376,1.5000,0.1000,0.3000,0.2000
9377,1.5000,0.1000,0.3000,0.2000
9378,1.5000,0.1000,0.3000,0.2000
9379,1.5000,0.1000,0.3000,0.2000
9380,1.5000,0.1000,0.3000,0.2000
9381,1.5000,0.1000,0.3000,0.2000
9382,1.5000,0.1000,0.3000,0.2000
9383,1.5000,0.1000,0.3000,0.2000
9384,1.5000,0.1000,0.3000,0.2000
9385,1.5000,0.1000,0.3000,0.2000
9386,7.0000,0.1000,0.1000,0.2000
9387,7.0000,0.1000,0.1000,0.2000
9388,7.0000,0.1000,0.1000,0.2000
9389,7.0000,0.1000,0.1000,0.2000
9390,1.5000,0.1000,0.3000,0.2000
9391,1.5000,0.1000,0.3000,0.2000
9392,1.5000,0.1000,0.3000,0.2000
9393,1.5000,0.1000,0.3000,0.2000
9394,0.0700,0.1000,0.2000,0.2000
9395,1.5000,0.1000,0.3000,0.2000
9396,0.0700,0.1000,0.2000,0.2000
9397,1.5000,0.1000,0.3000,0.2000
9398,1.5000,0.1000,0.3000,0.2000
9399,1.5000,0.1000,0.3000,0.2000
9400,1.5000,0.1000,0.3000,0.2000
9401,1.5000,0.1000,0.4000,0.2000
9402,1.5000,0.1000,0.4000,0.2000
9403,1.5000,0.1000,0.4000,0.2000
9404,1.5000,0.1000,0.4000,0.2000
9405,1.5000,0.1000,0.4000,0.2000
9406,0.0700,0.1000,0.2000,0.2000
9407,0.0700,0.1000,0.2000,0.2000
9408,150.0000,0.1000,0.8000,0.2000
9409,150.0000,0.1000,0.8000,0.2000
9410,1.5000,0.1000,0.2000,0.2000
9411,1.5000,0.1000,0.2000,0.2000
9412,1.5000,0.1000,0.2000,0.2000
9413,1.5000,0.1000,0.2000,0.2000
9414,1.5000,0.1000,0.2000,0.2000
9415,1.5000,0.1000,0.2000,0.2000
9416,1.5000,0.1000,0.2000,0.2000
9417,1.5000,0.1000,0.2000,0.2000
9418,0.0700,0.1000,0.2000,0.2000
9419,0.0700,0.1000,0.2000,0.2000
9420,0.0700,0.1000,0.2000,0.2000
9421,0.0700,0.1000,0.2000,0.2000
9422,0.0700,0.1000,0.2000,0.2000
9423,0.0700,0.1000,0.2000,0.2000
9424,0.0700,0.1000,0.2000,0.2000
9425,0.0700,0.1000,0.2000,0.2000
9426,0.0700,0.1000,0.2000,0.2000
9427,0.0700,0.1000,0.2000,0.2000
9428,1.5000,0.1000,0.3000,0.2000
9429,1.5000,0.1000,0.3000,0.2000
9430,1.5000,0.1000,0.3000,0.2000
9431,0.0700,0.1000,0.2000,0.2000
9432,1.5000,0.1000,0.3000,0.2000
9433,1.5000,0.1000,0.3000,0.2000
9434,0.0700,0.1000,0.2000,0.2000
9435,1.5000,0.1000,0.3000,0.2000
9436,0.0700,0.1000,0.2000,0.2000
9437,0.0700,0.1000,0.2000,0.2000
9438,0.0700,0.1000,0.2000,0.2000
9439,0.0700,0.1000,0.2000,0.2000
9440,0.0700,0.1000,0.2000,0.2000
9441,0.0700,0.1000,0.2000,0.2000
9442,0.0700,0.1000,0.2000,0.2000
9443,0.0700,0.1000,0.2000,0.2000
